Date,Open,High,Low,Close,Adj Close,Volume
3/14/18,277.809998,278.019989,274.670013,275.299988,267.681488,105895100
3/15/18,275.880005,276.609985,274.429993,275,267.389771,83433000
3/16/18,274.5,275.390015,274.140015,274.200012,267.679779,100343700
3/19/18,273.350006,274.399994,268.619995,270.48999,264.057922,109208400
3/20/18,270.940002,271.670013,270.179993,270.950012,264.50705,59757300
3/21/18,270.899994,273.269989,270.190002,270.429993,263.99942,78709600
3/22/18,267.910004,268.869995,263.359985,263.670013,257.400146,148785900
3/23/18,264.170013,264.540009,257.829987,258.049988,251.913773,183534800
3/26/18,262.130005,265.429993,259.410004,265.109985,258.805908,141956100
3/27/18,266.170013,266.769989,258.839996,260.600006,254.403152,129941400
3/28/18,260.75,262.640015,258.579987,259.829987,253.651413,146452300
3/29/18,261.119995,265.26001,259.839996,263.149994,256.892487,111601600
4/2/18,262.549988,263.130005,254.669998,257.470001,251.347565,186286300
4/3/18,258.869995,261.309998,256.839996,260.769989,254.569122,119956900
4/4/18,256.75,264.359985,256.600006,263.559998,257.292725,123715300
4/5/18,265.549988,266.640015,264.320007,265.640015,259.323303,82652600
4/6/18,263.420013,265.109985,258,259.720001,253.544052,179521200
4/9/18,261.369995,264.839996,259.940002,261,254.79364,105442900
4/10/18,264.269989,266.040009,262.980011,265.149994,258.84494,103529000
4/11/18,263.470001,265.640015,263.390015,263.76001,257.488007,91140200
4/12/18,265.26001,267,265.059998,265.929993,259.606415,68890500
4/13/18,267.410004,267.540009,264.01001,265.149994,258.84494,85079200
4/16/18,267,268.200012,266.070007,267.329987,260.973083,63405300
4/17/18,269.329987,270.869995,268.75,270.190002,263.765106,64682000
4/18/18,270.690002,271.299988,269.869995,270.390015,263.960358,57303900
4/19/18,269.649994,269.880005,267.720001,268.890015,262.496033,77655900
4/20/18,268.809998,269.059998,265.609985,266.609985,260.270203,99953100
4/23/18,267.26001,267.890015,265.350006,266.570007,260.231171,65558000
4/24/18,267.730011,267.980011,261.279999,262.980011,256.726563,112885500
4/25/18,262.910004,264.130005,260.850006,263.630005,257.361084,103840900
4/26/18,264.790009,267.25,264.290009,266.309998,259.977386,67731900
4/27/18,267,267.339996,265.5,266.559998,260.221405,57053600
4/30/18,267.26001,267.890015,264.429993,264.51001,258.220184,82182300
5/1/18,263.869995,265.100006,262.109985,264.980011,258.679016,74203400
5/2/18,264.76001,265.679993,262.76001,263.200012,256.941345,86368900
5/3/18,262.26001,263.359985,259.049988,262.619995,256.375092,136311500
5/4/18,261.519989,266.790009,261.149994,266.019989,259.694275,91222100
5/7/18,266.890015,268.019989,266.109985,266.920013,260.572906,55304900
5/8/18,266.5,267.329987,265.149994,266.920013,260.572906,67499200
5/9/18,267.679993,269.869995,267.089996,269.5,263.091492,59666100
5/10/18,270.339996,272.390015,270.220001,272.019989,265.551544,72063900
5/11/18,272.160004,273.149994,271.579987,272.850006,266.361816,59871500
5/14/18,273.339996,274.079987,272.359985,272.980011,266.48877,54790600
5/15/18,271.589996,271.609985,270.029999,271.100006,264.653442,87036100
5/16/18,271.140015,272.76001,271.109985,272.23999,265.766296,53942600
5/17/18,271.940002,273.230011,271.130005,272.01001,265.54184,56536400
5/18/18,271.619995,272.029999,270.929993,271.329987,264.877991,64368000
5/21/18,273.01001,273.980011,272.570007,273.369995,266.869446,58025900
5/22/18,273.959991,274.25,272.23999,272.609985,266.127502,52966400
5/23/18,271.170013,273.390015,270.98999,273.359985,266.859711,61021700
5/24/18,272.910004,273.220001,270.779999,272.799988,266.313049,76043800
5/25/18,272.149994,272.859985,271.579987,272.149994,265.678497,56374800
5/29/18,270.309998,271.170013,267.76001,269.019989,262.622894,115908600
5/30/18,270.5,273.109985,270.420013,272.609985,266.127502,69678400
5/31/18,272.149994,272.48999,270.26001,270.940002,264.497223,93519900
